
0.0625	   0.0567257	 0.000102136	
0.1875	    0.700327	    0.069503	
0.3125	     2.01163	   0.0527701	
0.4375	     4.21915	    0.137091	
0.5625	     7.11788	     0.17119	
0.6875	       9.398	    0.232761	
0.8125	     14.1972	    0.255345	
0.9375	     16.5504	    0.328387	
 1.062	     14.2465	    0.400876	
 1.188	     12.0809	    0.290529	
 1.312	     14.3887	    0.254792	
 1.438	     20.8052	    0.130022	
 1.562	     31.6711	    0.142963	
 1.688	     44.6242	      0.1742	
 1.812	     59.9608	    0.304624	
 1.938	     72.4804	    0.343914	
 2.062	      83.417	    0.506265	
 2.188	     90.2495	    0.593811	
 2.312	     96.1282	    0.619228	
 2.438	       101.7	    0.776423	
 2.562	     104.196	    0.817873	
 2.688	     104.119	    0.771107	
 2.812	     104.576	    0.873532	
 2.938	     102.621	    0.944693	
 3.062	     97.5225	    0.863509	
 3.188	     93.7125	    0.824172	
 3.312	     86.1693	    0.897268	
 3.438	     79.7408	    0.745363	
 3.562	     71.5871	    0.801577	
 3.688	     64.0515	    0.841104	
 3.812	      56.605	    0.886339	
 3.938	     49.3012	    0.923865	
 4.062	     41.7711	    0.776913	
 4.188	     35.7777	    0.797115	
 4.312	     30.1694	    0.849447	
 4.438	     24.2005	    0.742064	
 4.562	     19.6147	    0.679774	
 4.688	     15.7309	    0.680449	
 4.812	       12.91	    0.681382	
 4.938	     10.4301	    0.589748	
 5.062	     8.19179	    0.600064	
 5.188	      6.5636	    0.550117	
 5.312	     5.22258	    0.461307	
 5.438	     4.51464	    0.512958	
 5.562	     3.63808	    0.431035	
 5.688	     3.13502	    0.422394	
 5.812	     2.74773	    0.379714	
 5.938	     2.30184	    0.316741	
 6.062	     2.02324	    0.301322	
 6.188	     2.01455	    0.269644	
 6.312	     1.64466	    0.298736	
 6.438	     1.52557	    0.307827	
 6.562	     1.33813	    0.254412	
 6.688	     1.30087	    0.230774	
 6.812	     1.26342	    0.226217	
 6.938	     1.15149	    0.224211	
 7.062	     1.00634	    0.159644	
 7.188	     1.07184	    0.145464	
 7.312	     0.98135	    0.151854	
 7.438	    0.975087	    0.144108	
 7.562	    0.897993	     0.16273	
 7.688	    0.782119	    0.123782	
 7.812	    0.811439	    0.130388	
 7.938	    0.810363	    0.103159	
   8.5	     5.26984	    0.792759	
   9.5	     3.91814	    0.563461	
    11	     5.89951	    0.742764	
    13	     3.76804	    0.474831	
    15	     2.70993	    0.316402	
    17	     1.60385	    0.191806	
    19	    0.842122	    0.121052	
    25	     1.37882	     0.20613	
    35	    0.177321	   0.0265855	
    45	    0.035659	  0.00404725	
    55	  0.00935017	 0.000703966	
    65	  0.00252832	           0	
    75	 0.000359599	           0	
    85	 0.000120028	           0	
    95	 1.21054e-05	           0	
   105	           0	           0	
--------------------------------------
Total:	     1982.34	     32.1212	
