
0.0625	    0.354554	 0.000336835	
0.1875	     5.38164	    0.267233	
0.3125	     24.8787	    0.244836	
0.4375	     66.0541	     1.62266	
0.5625	     111.071	     2.42233	
0.6875	     143.419	     3.53287	
0.8125	      195.27	     3.34827	
0.9375	     272.392	     6.12086	
 1.062	     319.622	     7.67135	
 1.188	     316.487	     7.38268	
 1.312	     375.655	     10.7729	
 1.438	     464.596	     11.0524	
 1.562	     531.683	      11.883	
 1.688	     540.689	     12.7179	
 1.812	     622.189	     18.1228	
 1.938	     709.388	     13.2907	
 2.062	      729.17	     15.7113	
 2.188	     694.405	     15.2807	
 2.312	     741.432	     15.0536	
 2.438	     808.015	     16.8683	
 2.562	     811.857	     15.4612	
 2.688	     791.596	     14.5875	
 2.812	     846.849	     15.7088	
 2.938	     874.525	     17.1007	
 3.062	     828.778	     15.5939	
 3.188	     788.227	     15.2522	
 3.312	     775.937	     16.8929	
 3.438	     758.472	      13.151	
 3.562	     678.982	     14.8617	
 3.688	     615.629	     15.6929	
 3.812	      583.18	     17.8904	
 3.938	      537.01	     16.8064	
 4.062	     455.732	      15.116	
 4.188	     393.392	     15.4814	
 4.312	      357.87	     18.8175	
 4.438	     303.411	     16.2781	
 4.562	     247.501	     14.7723	
 4.688	     196.942	      16.042	
 4.812	     177.063	     16.0891	
 4.938	     147.839	     13.2509	
 5.062	      118.56	     13.9297	
 5.188	      98.287	     13.7857	
 5.312	     87.8918	     11.4837	
 5.438	     75.1865	     14.2695	
 5.562	     64.5524	     12.4976	
 5.688	     57.7916	     13.1016	
 5.812	      54.979	     10.7511	
 5.938	     47.6723	        9.97	
 6.062	      44.855	     7.99911	
 6.188	     46.5263	     9.39104	
 6.312	     38.6359	     9.14738	
 6.438	     37.7758	     10.6312	
 6.562	     36.7615	     9.23618	
 6.688	     33.9904	     7.81614	
 6.812	     34.6645	     7.73721	
 6.938	     32.9765	     8.88162	
 7.062	     30.9641	      6.9691	
 7.188	     31.6276	     6.20788	
 7.312	     31.6175	     6.30943	
 7.438	     31.6775	     6.14353	
 7.562	     29.6002	     6.69309	
 7.688	     28.3982	     6.34902	
 7.812	     29.4294	     5.30509	
 7.938	     30.5814	     4.88246	
   8.5	     213.194	     41.2129	
   9.5	     169.836	     31.3105	
    11	     283.538	     35.2913	
    13	     504.833	     73.6288	
    15	     595.947	      82.381	
    17	     333.777	      40.774	
    19	     192.649	     24.3269	
    25	     894.535	     143.677	
    35	     237.612	     36.4978	
    45	     73.3713	     8.24202	
    55	     26.0303	     1.85299	
    65	     8.80361	           0	
    75	     1.43054	           0	
    85	    0.524077	           0	
    95	   0.0579529	           0	
   105	           0	           0	
--------------------------------------
Total:	     23534.1	      1226.9	
