
0.0625	    0.114935	   0.0205228	
0.1875	     3.70764	 0.000582544	
0.3125	     12.3089	   0.0287871	
0.4375	     55.0198	    0.628304	
0.5625	     85.3934	     1.02309	
0.6875	     145.225	     2.69632	
0.8125	     216.067	     5.12025	
0.9375	     236.007	     5.46763	
 1.062	     294.501	     6.19649	
 1.188	     378.017	     7.29757	
 1.312	     488.856	     10.8866	
 1.438	     555.411	     12.3307	
 1.562	     565.653	     13.5841	
 1.688	     586.607	     13.3207	
 1.812	     684.798	     15.9083	
 1.938	     754.893	     12.4599	
 2.062	     732.506	     12.4136	
 2.188	     761.713	     12.9199	
 2.312	     808.752	     17.9608	
 2.438	     852.178	     16.9813	
 2.562	     846.297	     17.2298	
 2.688	     827.593	     16.1035	
 2.812	     832.521	     16.7082	
 2.938	     851.513	     18.6847	
 3.062	     819.519	     16.3418	
 3.188	     806.227	     16.4689	
 3.312	      766.47	     18.3375	
 3.438	      736.58	     17.7599	
 3.562	     698.117	      18.511	
 3.688	     647.303	     18.4843	
 3.812	     576.029	     17.8087	
 3.938	       523.6	     20.6769	
 4.062	     483.246	     19.2128	
 4.188	     420.766	     18.5881	
 4.312	     375.791	     17.6156	
 4.438	     330.035	     17.7221	
 4.562	     284.308	     18.2931	
 4.688	     261.656	     19.0809	
 4.812	     224.078	      17.213	
 4.938	     194.064	     18.4916	
 5.062	     161.257	     15.1512	
 5.188	     147.642	     16.7926	
 5.312	     127.671	     17.7282	
 5.438	     112.206	     15.2524	
 5.562	     104.961	     17.0025	
 5.688	     96.8942	     15.5282	
 5.812	     88.4506	     13.7434	
 5.938	      78.675	     12.3753	
 6.062	     72.7413	     11.5676	
 6.188	     71.5195	     12.1649	
 6.312	     69.1611	     12.3482	
 6.438	     62.2774	     13.3525	
 6.562	     63.5582	     12.1099	
 6.688	     60.4918	     10.9378	
 6.812	     55.5359	     10.1621	
 6.938	      51.901	     9.09691	
 7.062	     53.4428	     9.70148	
 7.188	     55.4303	     9.18549	
 7.312	     49.0225	     7.82682	
 7.438	      48.242	     6.20891	
 7.562	     49.2466	     7.04622	
 7.688	     54.0523	     6.74477	
 7.812	     49.6046	      5.5426	
 7.938	     48.6131	     7.19709	
   8.5	     430.029	      64.235	
   9.5	     503.415	     86.7289	
    11	     758.278	     118.972	
    13	     328.776	     41.3473	
    15	     200.697	     21.5145	
    17	     127.246	     10.5026	
    19	     63.0514	     4.68666	
    25	     52.0862	     3.47798	
    35	     13.0848	    0.430711	
    45	     5.55378	   0.0713044	
    55	     2.29822	           0	
    65	     0.64335	           0	
    75	   0.0551928	           0	
    85	           0	           0	
    95	           0	           0	
   105	           0	           0	
--------------------------------------
Total:	     24041.3	     1153.31	
